S. No.,Gujarati - Hindi Name,English Name,MP3 URL,PDF URL
606,"પ્રકૃતિને સુખરૂપ કરવા, માતાજીની","Prakrutine Sukhrup Karva, Matajini",https://archive.org/download/KavirajPad/Prakutine%20Sukharup%20Karava.mp3,https://archive.org/download/KavirajPadLyrics/Prakrutine%20sukharup%20karva-14-06.pdf
607,પ્રસંગોપાત દેખાશે,Prasangopat Dekhashe,https://archive.org/download/KavirajPad/Prasangopat%20Dekhashe.mp3,https://archive.org/download/KavirajPadLyrics/page_0260.pdf
608,પ્રાતઃકાળથી શું કરે છે? મારૂં પુદગલ,Pratah Kalthi Shu Karechhe? Maru Pudagal,https://archive.org/download/KavirajPad/82_9_Pratah%20KaaLthi%20shu%20kare%20chhe.mp3,https://archive.org/download/KavirajPadLyrics/82_9_Pratah%20KaaLthi%20shu%20kare%20chhe.pdf
609,પ્રાતઃવિધી,Pratah Vidhi,https://archive.org/download/KavirajPad/Pratah%20Vidhi.mp3,https://archive.org/download/KavirajPadLyrics/page_0734.pdf
610,પ્રથમ મુલાકાત પ્રથમ પરિચય,Pratham Mulakat Pratham Parichay,https://archive.org/download/KavirajPad/Pratham%20Mulakat%20Pratham%20Parichay.mp3,https://archive.org/download/KavirajPadLyrics/Pratham%20Mulakat%20Pratham%20Parichay.pdf
611,"પ્રથમ 'પદ'થી આજ તક, કૃપાથી હું",Pratham Padthi Aaj Tak Krupa,https://archive.org/download/KavirajPad/87_5_Pratham%20padathi%20aaj%20tak.mp3,https://archive.org/download/KavirajPadLyrics/87_5_Pratham%20padathi%20aaj%20tak.pdf
612,પ્રતિબિંબને માની સાચું,Pratibimbne Mani Sachu,https://archive.org/download/KavirajPad/Pratibimbane%20Mani%20Sachu.mp3,https://archive.org/download/KavirajPadLyrics/Pratibimbne%20mani%20sachu%20-11-06.pdf
613,પ્રત્યક્ષ દાદા ભગવાનની સાક્ષીએ ….એજ વાક્ય,Pratyaksh Dada Bhagwanni Sakshiye … Ej Vakya,https://archive.org/download/KavirajPad/Pratyaksh%20Dada%20-%20Aej%20Vakya.mp3,https://archive.org/download/KavirajPadLyrics/Pratyaksh%20dada%20bhagvanni%20sakshiae%20ae%20j-19-12.pdf
614,"પ્રત્યક્ષ દાદા ભગવાનની સાક્ષીએ, વર્તમાને …","Pratyaksh Dada Bhagwanni Sakshiye, Vartamane",https://archive.org/download/KavirajPad/5%20Pratyaksha%20Dada%20Bhagvan%20Ni%20Namaskar.mp3,https://archive.org/download/KavirajPadLyrics/Pratyax%20Dada%20Bhagwan%20ni%20sakshie-05-05.pdf
615,પુદગલ પરમાણુંની પરાઈ છે ચાલી,Pudagal Paramanuni Parai Chhe Chali,https://archive.org/download/KavirajPad/Pudgal%20Parmanu%20Ni%20Parai.mp3,https://archive.org/download/KavirajPadLyrics/Pudagal%20Paramanuni%20Parai.pdf
616,પૂજનલોકી ભરતખંડે લોકા લોક-પારની,Pujanloki Bharatkhande Loka Lok-Parni,https://archive.org/download/KavirajPad/Pujanloki%20Bharat%20Khande.mp3,https://archive.org/download/KavirajPadLyrics/Pujanloki%20bharatkhande-20-07.pdf
617,પુણ્યૈ લોગોત્તમ કેવું છે?,Punyai Logottam Kevu Chhe?,https://archive.org/download/KavirajPad/04%20Punyai%20Logottam%20Kevu%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/CD65-04%20Punyi%20Logottam.pdf
618,પુણ્યવાન મહાત્માના શક્તિ-તપથી,Punyavan Mahatmana Shakti-Tapathi,https://archive.org/download/KavirajPad/Punyavan%20Mahatmana.mp3,https://archive.org/download/KavirajPadLyrics/Punyavan%20Mahatmana.pdf
619,પૂર્વે પ્રયોગેલ શરીરની હોડલી,Purve Prayogel Sharirani Hodli,https://archive.org/download/KavirajPad/Purve%20Prayogel%20Sharirni.mp3,https://archive.org/download/KavirajPadLyrics/page_0213.pdf
620,પુસ્તકો જ વાંચીને બન્યા છે જે,Pustako J Vachine Banya Chhe Je,https://archive.org/download/KavirajPad/Pustakoj%20Vanchine.mp3,https://archive.org/download/KavirajPadLyrics/Pustako%20j%20vachine-17-09.pdf
621,રાગ યા દ્વેષાધીન સ્મૃતિ,Raag ya dweshadhin smruti,https://archive.org/download/KavirajPad/Rag%20Ya%20Dweshadhin%20Smruti.mp3,https://archive.org/download/KavirajPadLyrics/Raag%20ya%20dweshadhin%20smruti-09-12.pdf
622,રહસ્ય ભરેલી સમસ્યા જગત છે,Rahasya Bhareli Samsya Jagat Chhe,https://archive.org/download/KavirajPad/Rahasya%20Bhareli%20Samasya%20Jagat%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Rahasya%20bhareli%20samsya-52-02.pdf
623,"રામાપીર, રામાપીર ... જય જય હિન્દવા",Ramapir Ramapir - Jay Jay Hind,https://archive.org/download/KavirajPad/88_11_Raamaapir%20Jay%20hindavaa.mp3,https://archive.org/download/KavirajPadLyrics/88_11_Raamaapir%20Jay%20hindavaa.pdf
624,રમત વખતે કાર્ય કર 'તું' કાર્ય સમયે,Ramat Vakhate Karya Kar 'Tu' Karya Samaye,https://archive.org/download/KavirajPad/Ramat%20Vakhate%20Kary%20Karatun.mp3,https://archive.org/download/KavirajPadLyrics/Ramat%20vakhate%20kary%20kartu-67-02.pdf
625,રાણીના સ્થાને માયા-દાસી બેઠી જ્યાં,Ranina Sthane Maya-Dasi Baithi Jya,https://archive.org/download/KavirajPad/Rani%20Na%20Sthane%20Maya%20Dasi.mp3,https://archive.org/download/KavirajPadLyrics/Ranina%20Sthane%20Maya-Dasi%20Baithi%20Jya.pdf
626,રીલેટીવ સર્વે સંબંધો નથી કાયમના કોઈ સગા,Relative Sarve Sambhadho Nathi Kayamna Koi Saga,https://archive.org/download/KavirajPad/Relative%20Sarve%20Dharm%20Sambandho.mp3,https://archive.org/download/KavirajPadLyrics/Relative%20Sarve%20Sambhadho%20Nathi.pdf
627,રોજ્જેય પથ્થર મારે છે કો'ક,Rojjey Pathar Mare Chhe Ko'K,https://archive.org/download/KavirajPad/Rojey%20Patthar%20Mare%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Rojjey%20Pathar%20Mare%20Chhe%20Ko'K.pdf
628,ઋષભ અજિત પારસ મહાવીર,Rushabh Ajit paras Mahavir,https://archive.org/download/KavirajPad/Mahavideh%20Prarthana%20STUTI.mp3,https://archive.org/download/KavirajPadLyrics/page_0118.pdf
629,"ઋષિ, મુનિ, સંતે જાગૃત","Rushi, Muni, Sante Jagrut","https://archive.org/download/KavirajPad/Rushi,%20Muni,%20Sante%20Jagrut.mp3",https://archive.org/download/KavirajPadLyrics/CD70-01%20Rushi%20Muni%20Sante%20Jagrut.pdf
630,સાત સાત સમંદર પ્રતિષ્ઠિત પિંડમાં જ્ઞાની,Saat Saat Samandar Pratishthit-Pindma Gnani,https://archive.org/download/KavirajPad/Sat%20Sat%20Samandar.mp3,https://archive.org/download/KavirajPadLyrics/Sat%20sat%20samandar-17-10.pdf
631,"સચ્ચિદાનંદ (૨), 'દાદા'-મુખથી ઝરતા મંત્રે","Sachchidanand (2), 'Dada'-Mukhathi jharta Mantre",https://archive.org/download/KavirajPad/Sacchidanand%20(2)%20Dada%20Mukhethi.mp3,https://archive.org/download/KavirajPadLyrics/page_0698.pdf
632,સદા પ્રેમીઓ તો પ્રેમમાં બને છે,Sada Premio To Premama Bane Chhe,https://archive.org/download/KavirajPad/Sada%20Premio%20To.mp3,https://archive.org/download/KavirajPadLyrics/page_0328.pdf
633,સદા શ્રી સુહાગણ,Sada Shri Suhagan,https://archive.org/download/KavirajPad/Sada%20Shri%20Suhagan.mp3,https://archive.org/download/KavirajPadLyrics/page_0396.pdf
634,"સગું વ્હાલું કોઈ સાચું છે નહીં, માત્ર-સંબંધો","Sagu Vahalu Koi Sachu Chhe Nahi, Matra-Sambandho",https://archive.org/download/KavirajPad/Sagu%20Vahlu%20koi%20sachu%20chhe%20Nahi.mp3,"https://archive.org/download/KavirajPadLyrics/Sagu%20Vahalu%20Koi%20Sachu%20Chhe%20Nahi,.pdf"
635,"સહજાત્મ-સ્વરૂપી, સ્વયં બુદ્ધ મૂર્તામૂર્ત","SahaJatma-Swarupi, Swayam Buddh Murtamurt",https://archive.org/download/KavirajPad/Sahjatm%20Svarupi%20Svayam%20Budhdh.mp3,https://archive.org/download/KavirajPadLyrics/SahaJatma-Swarupi.pdf
636,સહી કરી દીધાં વીના કોઈ કામ જગતમાં,Sahi Kari Didhi Vina Koi Kam Jagatma,https://archive.org/download/KavirajPad/Sahi%20Kari%20Didha%20Vina.mp3,https://archive.org/download/KavirajPadLyrics/Sahi%20Kari%20Didhi%20Vina%20Koi.pdf
637,સહુ સંતોનાં તરતાં તપબળ,Sahu Santona Tarata Tapbal,https://archive.org/download/KavirajPad/Sahu%20Santo%20Na%20Taratan%20Tapbal.mp3,https://archive.org/download/KavirajPadLyrics/Sahu%20santo%20na%20tarata%20tapbal-13-01.pdf
638,"સહુને મહાન પરાણે થાવું, ગુણ વીણ પણ","Sahune Mahan Parane Thavu, Gun Vin Pan",https://archive.org/download/KavirajPad/Sahune%20Mahan%20Parane%20Thavu.mp3,https://archive.org/download/KavirajPadLyrics/page_0522.pdf
639,સજે પરમેશ્વર જો બ્રહ્માંડી પ્રમુખ,Saje Parmeshwar Jo Brahmandi Pramukh,https://archive.org/download/KavirajPad/Saje%20Parmeswar%20Jo.mp3,https://archive.org/download/KavirajPadLyrics/CD60-05%20Saje%20Parmeswar.pdf
640,સાક્ષાત પ્રત્યક પરમ જ્યોતિ સ્વરૂપ,Sakshat Pratyak Param Jyoti Swarup,https://archive.org/download/KavirajPad/Sakshat%20Pratyaksha%20Param%20Jyoti.mp3,https://archive.org/download/KavirajPadLyrics/Sakshat%20Pratyak%20Param.pdf
641,સમજ હંમેશાં શમાવી દેશે,Samaj Hamesha Shamavi Deshe,https://archive.org/download/KavirajPad/Samaj%20Hamesha%20Samavi%20Deshe.mp3,https://archive.org/download/KavirajPadLyrics/Samaj%20hamesha%20shamavi%20deshe-09-06.pdf
642,સમજણ ભૂલ વગરની થશે,Samajan Bhul Vagarni Thashe,https://archive.org/download/KavirajPad/Samajan%20Bhul%20Vagarni%20Thashe.mp3,https://archive.org/download/KavirajPadLyrics/Samjan%20bhool%20vagar%20ni%20thashe-15-051.pdf
643,સમર્પણ જ્ઞાનપૂર્વકનું અહો સર્વોચ્ચ,Samarpan Gnanpurvaknu Aho Sarvochch,https://archive.org/download/KavirajPad/Samrpan%20Gyanpurvaknu.mp3,https://archive.org/download/KavirajPadLyrics/CD70-08%20Samrpan%20Gyanpurvaknu.pdf
644,સામાયિકમાં ચિત્તના ગ્રાફે,Samayikma Chittna Graphe,https://archive.org/download/KavirajPad/Samayikma%20Chittana%20Graphe.mp3,https://archive.org/download/KavirajPadLyrics/Samayikmaa%20%20chittana%20graphe-CD%2014-04.pdf
645,સમૃદ્ધ્મ સૌભાગ્યમ,Samruddham Saubhagyam,https://archive.org/download/KavirajPad/Dada%20Stuti%20-%20Samruddham%20Saubhagyam.mp3,
646,સનાતન વસ્તુ બે મળતાં ગ્રહે,Sanatan Vastu Be Malata Grahe,https://archive.org/download/KavirajPad/82_10_Sanaatan%20Vastu%20ae%20maLtan.mp3,https://archive.org/download/KavirajPadLyrics/82_10_Sanaatan%20Vastu%20ae%20maLtan.pdf
647,"સંગમેશ્વર, સચ્ચિદાનંદ, શુદ્ધ આનંદ","Sangameshwar, Sachchidanand, Shuddh Anand",https://archive.org/download/KavirajPad/Sangmeswar%20Sacchidanand.mp3,https://archive.org/download/KavirajPadLyrics/Sangmeshwar%20sachchidanand-12-07.pdf
648,સંજોગાધીન છે માનવ ભમરડો,Sanjogadhin chhe manav bhamardo,,
649,સન્મુખ દાદા ન્હોયે ત્યારે શું થાશે ગુરૂપૂર્ણિમા,Sanmukh Dada Nohye Tyare,https://archive.org/download/KavirajPad/87_7_Sanmukh%20Dada%20nhoye%20tyare.mp3,https://archive.org/download/KavirajPadLyrics/87_7_Sanmukh%20Dada%20nhoye%20tyare.pdf
650,"સંસાર એક માયાની જાળ છે, સાચા દાદાજી","Sansar Ek Mayani Jal Chhe, Sacha Dadaji",https://archive.org/download/KavirajPad/Sansar%20Aek%20Mayani%20Jal.mp3,https://archive.org/download/KavirajPadLyrics/page_0527%20(1).pdf
651,"સંસાર માત્ર વીશેષ ભાવ છે, પોતાનો","Sansar Matra Vishesh Bhav Chhe, Potana",https://archive.org/download/KavirajPad/Sansar%20Matra%20Visheshbhav%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Sansar%20matra%20vishesh%20bhaav%20chhe-09-11.pdf
652,"સંસર્ણા માર્ગે, ઝરતાં સરકતાં","Sansarna Marge, Zharta Sarakta",https://archive.org/download/KavirajPad/01%20Sansarnamarge%20Zarata.mp3,https://archive.org/download/KavirajPadLyrics/CD65-01%20Sansrnamarge.pdf
653,સંત પુરૂષોનું યોગબળ - કલ્યાણ ભાવના,Sant Purushonu Yogbal - Kalyan Bhavna,https://archive.org/download/KavirajPad/Sant%20Purushonu%20Yogbal%20-%20Kalyan%20Bhavna.mp3,https://archive.org/download/KavirajPadLyrics/page_0321.pdf
654,સંયોગ આવીને કહી જાય છે કે ઠોકર વાગી,Sanyog Aavine Kahi Jaay Chhe Ke Thokar Vagi,https://archive.org/download/KavirajPad/Sanyog%20Aavine%20Kahi%20Jay%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Sanyog%20aavine%20kahi%20jaay%20chhe%20ke-10-11.pdf
655,સપનામાં જાગ્યો તેનો લાગ્યો,Sapanama Jagyo Tene Lagyo,https://archive.org/download/KavirajPad/Sapanama%20Jagyo%20Teno%20Lagiyo.mp3,https://archive.org/download/KavirajPadLyrics/Sapanama%20jagyo%20teno%20lagiyo%20ujagaro%20ne-40-10.pdf
656,સરપ ને મીત્ર સંબોધી બધું ઓકાવી,Sarap Ne Mitra Sambodhi Bandhu Okavi,https://archive.org/download/KavirajPad/Sarapne%20Mitra%20Sambodhi.mp3,https://archive.org/download/KavirajPadLyrics/Sarpane%20mitra%20sambodhi-08-03.pdf
657,સરસ્વતી માતાજીને નમસ્કાર કરું છું,Sarswati Matajine Namaskar Karu Chhu,https://archive.org/download/KavirajPad/Sarswati%20Matajine%20Namaskar.mp3,https://archive.org/download/KavirajPadLyrics/page_0264.pdf
658,સર્વ ધર્મ સંઘનાદ વિજય વર્તો,Sarv Dharm Sanganand Vijay Varto,https://archive.org/download/KavirajPad/Sarv%20Dharma%20Sangh%20Nad%20Vijay%20Varto.mp3,https://archive.org/download/KavirajPadLyrics/Sarv%20Dharm%20Sanganand.pdf
659,સર્વ સત્તાધીશ અમને 'વીતરાગ' બનાવજો,Sarv Sattadhish Amne Vitrag Banavjo,https://archive.org/download/KavirajPad/Sarva%20Sattadhish%20Amane.mp3,https://archive.org/download/KavirajPadLyrics/Sarv%20sattadhish%20amane%20vitrag%20banavjo-27-05.pdf
660,સર્વ દેવલોક નો રાજીપો - રાજીપો,Sarva Devlok No Rajipo - Rajipo,https://archive.org/download/KavirajPad/Sarve%20Dev%20Lokno%20Rajipo%20-%20RAJIPO.mp3,
661,સર્વજ્ઞની બલીહારી રે,Sarvagnani Balihari Re,https://archive.org/download/KavirajPad/Sarvagna%20Ni%20Balihari%20Re%20Santo.mp3,https://archive.org/download/KavirajPadLyrics/Sarvagnanni%20%20balihari-52-04.pdf
662,સર્વકાળે હીતકારી જ્ઞાન વાણી દેશના,Sarvakale Hitakari Gnan Vani Deshana,https://archive.org/download/KavirajPad/83_6_Sarv%20KaLe%20Hitkaari%20Gnan.mp3,https://archive.org/download/KavirajPadLyrics/83_6_Sarv%20KaLe%20Hitkaari%20Gnan.pdf
663,"સરવાળા ને બાદબાકી પુદગલ, પુરણ","Sarvala Ne Badbaki Pudgal, Puran",https://archive.org/download/KavirajPad/Saravala%20Ne%20Badabaki%20Pudgal.mp3,https://archive.org/download/KavirajPadLyrics/Sarvala%20Ne%20Badbaki%20Pudgal.pdf
664,"સર્વસ્વ અમારૂં અર્પણ છે, ભગવાન તમારા","Sarvasva Amaru Arpan Chhe, Bhagwan Tamara",https://archive.org/download/KavirajPad/Sarvswa%20Amaru%20Arpan%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Sarvasv%20amaru%20arpan-30-08.pdf
665,"सर्वस्व मेरापन अर्पण है, भगवान तुम्हारे","Sarvasva Merapan Aarpan Hai, Bhagwan Tumhare",https://archive.org/download/KavirajPad/SARVASVA%20AMARU%20ARPAN%20CHHE.mp3,https://archive.org/download/KavirajPadLyrics/CD61-02%20Sarvaswa%20Merapan.pdf
666,સર્વે ધર્મનો મૂળ પાયો,Sarve Dharmano Mul Payo,https://archive.org/download/KavirajPad/Sarve%20Dharmano%20Mul%20Payo.mp3,https://archive.org/download/KavirajPadLyrics/page_0270.pdf
667,"સર્વ જીવોપર અનુકંપાને, અહમ ન દુભવે",Sarve Jivo Par Anukampa Ne Aha,https://archive.org/download/KavirajPad/89_9_Sarv%20Jivo%20par%20anukampa.mp3,https://archive.org/download/KavirajPadLyrics/89_9_Sarv%20Jivo%20par%20anukampa.pdf
668,"સર્વેનાં મનનાં પર્યાયો વાંચી, દાદા બને છે","Sarvena Manana Paryayo Vachi, Dada Bane Chhe",https://archive.org/download/KavirajPad/Sarvena%20Manna%20Paryayo%20Vanchi.mp3,https://archive.org/download/KavirajPadLyrics/Sarvena%20manna%20paryayo-26-04.pdf
669,સત પોતે છે ત્રિકાળી માત્ર,Sat Pote Chhe Trikali Matra,https://archive.org/download/KavirajPad/Sat%20Pote%20Chhe%20Trikali.mp3,https://archive.org/download/KavirajPadLyrics/CD70-10%20Sat%20Pote%20Chhe%20Trikali.pdf
670,સત્ પુરુષની ચરણરજનું મહાતમ,Sat Purushani CharanRajanu Mahatam,https://archive.org/download/KavirajPad/Sat%20Purushni%20Charan%20Rajnu.mp3,https://archive.org/download/KavirajPadLyrics/Sat%20purushni%20charan%20raj%20nu%20mahatam%20navneet%20jo-23-01.pdf
671,"સાતત્ય હોય, તોજ ઊપદેશ આપજો","Satatya Hoye, Toj Updesh Aapjo",https://archive.org/download/KavirajPad/Satatya%20Hoyto%20Ja.mp3,https://archive.org/download/KavirajPadLyrics/Satatya%20hoy%20toj%20updesh%20aapjo-19-09.pdf
672,"સતજુગમાં ઝાઝુ કરી, સૂરતાલ હોય","Satjugma zazu Kari, Suratal Hoye",https://archive.org/download/KavirajPad/Satjugma%20Zazu%20Kari.mp3,https://archive.org/download/KavirajPadLyrics/Satjug%20ma%20zaju%20kari%20sur%20taal%20hoy%20madhur-08-10.pdf
673,સતના શરણમાં જ રહેવું,Satna Shraranama J Rahevu,https://archive.org/download/KavirajPad/Satna%20Sharanma%20Ja%20Rahevu.mp3,https://archive.org/download/KavirajPadLyrics/Sat%20na%20sharanma%20j%20rahevu-11-07.pdf
674,સતસંગ છે પુણ્યૈ સંચાલિત,Satsang Chhe Punyai Sanchalit,https://archive.org/download/KavirajPad/Satsang%20Chhe%20Punyai%20Sanchalit.mp3,https://archive.org/download/KavirajPadLyrics/Satsang%20chhe%20punai%20sanchalit-09-09.pdf
675,સત્સંગ વિના ખૂટતા નથી,Satsang Vina Khutata Nathi,https://archive.org/download/KavirajPad/7%20Satsang%20Vina%20Khutata.mp3,https://archive.org/download/KavirajPadLyrics/page_0011.pdf
676,સૌ ધર્મોના ઐક્ય વિધાયક,Sau Dharmona Ekya Vidhayak,https://archive.org/download/KavirajPad/Sau%20Dharmona%20Aikya%20Vidhayak.mp3,https://archive.org/download/KavirajPadLyrics/CD66-06%20Sau%20Dhrmona%20Aikya%20Vidhayak.pdf
677,સૌ પ્રાણી (પ્રતિક્રમણ),Sau Prani (Pratikraman),https://archive.org/download/KavirajPad/Sau%20Prani%20Aa%20Sansarna%20-%20PRATIKAMAN.mp3,https://archive.org/download/KavirajPadLyrics/Sau%20Prani.pdf
678,સૌને લાગે મ્હારા છે,Saune Lage Mahra Chhe,https://archive.org/download/KavirajPad/Saune%20Lage%20Mara%20Chhe%20Dada%20Bhagavan.mp3,https://archive.org/download/KavirajPadLyrics/page_0613.pdf
679,સવળો આવે જગત ક્રમ,Savalo Aave Jagat Kram,https://archive.org/download/KavirajPad/Savalo%20Ave%20Jagat%20Kram.mp3,https://archive.org/download/KavirajPadLyrics/Savalo%20Aave%20Jagat%20Kram.pdf
680,"શબ્દે સ્વરા સંસ્કાર, મોક્ષેશ્વરા નીજ ધારા","Shabde Swara Sanskar, Moksheshwara Nij Dhara",https://archive.org/download/KavirajPad/Shabdeswara%20Sanskar%20Moksheswara.mp3,https://archive.org/download/KavirajPadLyrics/page_0541.pdf
681,"શબ્દ, સ્વર, ભક્તિ આત્મ પરદા રાખ્યે","Shabde, Swara, Bhakti Aatam Parda Rakhye",https://archive.org/download/KavirajPad/Shabd%20Svar%20Bhakti%20Aatam.mp3,"https://archive.org/download/KavirajPadLyrics/Shabde,%20Swara,%20Bhakti.pdf"
682,"શબ્દ, બ્રહ્મ, કલા, નાદ 'પ્રત્યક્ષ' ઉપાસ્ય","Shabdha, Brahm, Kala, Naad 'Pratyaksh' Upasya",https://archive.org/download/KavirajPad/Shabd%20Brahm%20Kala%20Naad%20Pratyakha.mp3,"https://archive.org/download/KavirajPadLyrics/Shabdha,%20Brahm,%20Kala,%20Naad.pdf"
683,શમણાંઓ વહી ગયાં,Shamanao Vahi Gaya,https://archive.org/download/KavirajPad/Shamanao%20Vahi%20Gaya.mp3,https://archive.org/download/KavirajPadLyrics/page_0420.pdf
684,શંકા પડી કે તુર્ત ઉભી થાય ભૂતાવળ,Shanka Padi Ke Turrt Ubhi Thay Bhutaval,https://archive.org/download/KavirajPad/Shanka%20Padi%20Ke%20Turt%20Ubhi.mp3,https://archive.org/download/KavirajPadLyrics/Shanka%20Padi%20Ke%20Turrt%20Ubhi.pdf
685,શાસ્ત્રોમાં વર્ણન છે જેનું 'ઘોડો' વાહન,Shastroma Varnan Chhe Jenu 'Ghodo' Vahn,https://archive.org/download/KavirajPad/Shastrama%20Varnan%20Chhe%20Jenu.mp3,https://archive.org/download/KavirajPadLyrics/page_0361.pdf
686,શ્રી સર્વા-ત્રિ અતિશય,Shree Sarva-Tri Atishay,https://archive.org/download/KavirajPad/Shri%20Sarva%20Tri%20Atishay.mp3,https://archive.org/download/KavirajPadLyrics/CD62-09%20Shree%20SarvaTri%20Atishay.pdf
687,"શ્રી મુખે સરસ્વતી વહી, મોક્ષ-મૂળ","Shri Mukhe Sarswati Vahi, Moksh-Mul",https://archive.org/download/KavirajPad/Shri%20Mukhe%20Saraswati%20Vahi.mp3,https://archive.org/download/KavirajPadLyrics/page_0409.pdf
688,શ્રી સીમંધર સ્વામીને પ્રાર્થના,Shri Simandhar Swamine Prarthna,https://archive.org/download/KavirajPad/12%20Simandhar%20Swami%20PRARTHANA.mp3,https://archive.org/download/KavirajPadLyrics/page_0099.pdf
689,શ્રીં સ્ત્વં અષ્ટા પ્રાતિહાર્ય,Shri' Stvam Ashta Pratiharya,https://archive.org/download/KavirajPad/Shri%20Stvi%20Astha%20Pratiharya.mp3,https://archive.org/download/KavirajPadLyrics/CD62-08%20Shree%20Stavam%20Ashta%20Pratiharya.pdf
690,શ્રીમદનું આત્મસિદ્ધિ શાસ્ત્ર,Shrimadnu Aatmasiddhi Shastra,https://archive.org/download/KavirajPad/Shreemad%20Rajchandra%20Aatmasiddhi%20Shastra.mp3,https://archive.org/download/KavirajPadLyrics/Shrimadnu%20Aatmasiddhi%20Shastra.pdf
691,શ્રીમંતાઈ પાપની પુકારે ફાડી છાપરાં,Shrimantai Papni Pukare Fadi Chhapra,https://archive.org/download/KavirajPad/5%20Shrimantai%20Papni%20Pukare.mp3,https://archive.org/download/KavirajPadLyrics/page_0070.pdf
692,શ્રુતવાણી સતસંગ,Shrutvani Satsang,https://archive.org/download/KavirajPad/Shrutvani%20Satsang.mp3,https://archive.org/download/KavirajPadLyrics/page_0246.pdf
693,"શુદ્ધાત્મા જોઈને, શુદ્ધાત્મા થાવાની દાદા",Shuddhatma Joine Shuddhatma Thavani Dada,"https://archive.org/download/KavirajPad/Shuddhatma%20Joine,%20Shuddhatma%20Thavani.mp3",https://archive.org/download/KavirajPadLyrics/Shuddhatma%20joine-31-11.pdf
694,શુદ્ધાત્મા'નાં સ્વ-પર દર્શન માણેકઠારી નિત્યે,Shuddhatma na Sva-Par Darshan Manekthari Nithye,https://archive.org/download/KavirajPad/Shudhdhatmana%20Swa-Par%20Darshan.mp3,https://archive.org/download/KavirajPadLyrics/Shuddhatmana%20sva-par%20darshan-30-08.pdf
695,શુદ્ધાત્માનાં મુક્તિધામે કંચન-મેધ,Shuddhatmana Muktidhame Kanchan-Megh,https://archive.org/download/KavirajPad/Suddhatmana%20Muktidhame%20Kanchan%20Megh.mp3,https://archive.org/download/KavirajPadLyrics/Shudhatmana%20Muktidhame.pdf
696,"શુદ્ધ પ્રેમી નીર્વ્યાજ સનાતન, મૈત્રી","Shudhdh Premi Nirvyaj Sanatan, Maitri",https://archive.org/download/KavirajPad/Shudhdh%20Premi%20Nirvay%20J.mp3,https://archive.org/download/KavirajPadLyrics/Shudhdh%20Premi%20Nirvyaj.pdf
697,"સીમંધરા, શ્રી સીમંધરા","Simandhara, Shri Simandhara",https://archive.org/download/KavirajPad/Simandhara%20Shree%20Simandhara.mp3,https://archive.org/download/KavirajPadLyrics/Simandhara%20shri%20simandhara-52-09.pdf
698,"સોનું મઢ્યા હીરા જડીત, દરવાજા તોતિંગ","Sonu Madhya Hira Jadit, Darwaja Totingh",https://archive.org/download/KavirajPad/Sonu%20Madhhya%20Hira%20Jadit.mp3,https://archive.org/download/KavirajPadLyrics/Sonu%20madhyaa%20hirajadit-19-02.pdf
699,સ્થૂળ આયનો અનૂપી શોધખોળ છે મીત્રો,Sthul Aayano Anupi Shodhkhol Chhe,https://archive.org/download/KavirajPad/83_8_SthooL%20Aayno%20Anushi.mp3,https://archive.org/download/KavirajPadLyrics/83_8_SthooL%20Aayno%20Anushi.pdf
700,શુદ્ધાત્મા જોવા છે,Suddhatma Jova Chhe Aevo,https://archive.org/download/KavirajPad/87_11_Shuddhatama%20ova%20chhe.mp3,https://archive.org/download/KavirajPadLyrics/87_11_Shuddhatama%20ova%20chhe.pdf
701,સુખ દુ:ખ લક્ષ્મીનું આવન-જાવન,Sukh Dukh Lakshminu Aavan-Javan,https://archive.org/download/KavirajPad/10%20Sukh%20Dukh%20Laxminu%20Aavan%20Javan.mp3,https://archive.org/download/KavirajPadLyrics/Sukh-dukh%20lakshminu-04-10.pdf
702,સુન સખી મોરી આ દાદાની,Sun Sakhi Mori Aa Dadane,https://archive.org/download/KavirajPad/Sun%20Sakhi%20Mori%20Aa%20Dada.mp3,https://archive.org/download/KavirajPadLyrics/Sun%20sakhi%20mori-21-09.pdf
703,સૂતાં સૂતાં અંધારામાં જોજે મૃત્યુ ન થઈ જાય,Suta Suta Andharama Joje Mrutyu Na Thai Jaye,https://archive.org/download/KavirajPad/Sutan%20Sutan%20Andhara%20Ma.mp3,https://archive.org/download/KavirajPadLyrics/suta%20suta%20andharama-9-03.pdf
704,સ્વ-સમય શુદ્ધ પરમાર્થ ગીતા,Sva-Samay Shuddha Parmarth Gita,https://archive.org/download/KavirajPad/Sav%20Samay%20Shuddh%20Parmarth%20Gita.mp3,https://archive.org/download/KavirajPadLyrics/Sva-Samay%20Shuddha.pdf
705,"સ્વ-શુભં, સાત્વિકં સ્વ-શિવં, ત્વં","Sva-Shubham, Satvikank Sva-Shivam, Tvam",https://archive.org/download/KavirajPad/Swa-Shubham%20Satvikam.mp3,"https://archive.org/download/KavirajPadLyrics/Sva-Shubham,%20Satvikank.pdf"
